,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,HasTV,GoodForKids,Caters,NoiseLevel,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,WiFi,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsGoodForGroups,BikeParking,WheelchairAccessible,RestaurantsReservations,weekday_close_after_23,weekend_close_after_23,weekend_hour_g11
75480,"4410 N 40th St, Ste 5",Ao5E4Ppw0m5CNlRjg3mnjQ,Phoenix,33.5024095,-111.9955012,Grateful Spoon Gelato,85018,22,4,AZ,No info,No info,No info,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
75492,5880 Forbes Ave,TmGxQgFdiG585PCs_2hCew,Pittsburgh,40.4378416,-79.9197512,Rita's Italian Ice,15217,38,4.5,PA,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
75720,1816 E 12th St,IAbq5UuXX_hJbxTOB5suWQ,Cleveland,41.50174569,-81.68501346,Vintage Tea & Coffee,44114,65,4.5,OH,FALSE,FALSE,TRUE,No info,TRUE,TRUE,FALSE,Free wifi,FALSE,1,2,FALSE,TRUE,TRUE,FALSE,0,0,0
76157,12625 N Tatum Blvd,Y9xXCBRs1HWRBjhR7JYP7A,Phoenix,33.6005034,-111.978852,Cold Stone Creamery,85032,29,3.5,AZ,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,2,No info,TRUE,No info,No info,0,0,1
77286,4675 W Charleston Blvd,qtZ50TWkfNS2UtLLuD1m8Q,Las Vegas,36.1586242,-115.2047571,Freddy's Frozen Custard & Steakburgers,89102,179,4.5,NV,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,TRUE,FALSE,0,0,0
77785,"2740 S Philo Rd, Ste D",avIdLrNHtJDsth8w3i4WOg,Urbana,40.0828635,-88.1890766,Red Bicycle Ice Cream,61801,19,4,IL,No info,No info,No info,No info,TRUE,TRUE,No info,Free wifi,TRUE,1,2,No info,TRUE,TRUE,No info,0,0,0
78142,1930 Village Center Cir,Pg4U6vKD42yswcGtnrBSSA,Las Vegas,36.1938176,-115.3058135,Donut Mania,89134,47,3.5,NV,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,1,2,No info,TRUE,TRUE,No info,0,0,1
79215,2502 E Camelback Rd,xDAjrXQ54-cLj0zYMkT03A,Phoenix,33.5104431,-112.0287274,Frost Gelato at the Biltmore,85016,235,4.5,AZ,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,2,No info,TRUE,TRUE,No info,0,0,1
79584,"6640 N Durango Dr, Ste 150",RRFfe2Ex2XBcaK2zxSN0eg,Las Vegas,36.281175,-115.286214,Cold Stone Creamery,89149,112,2.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,TRUE,No wifi,No info,0,2,No info,FALSE,No info,No info,0,0,1
80732,10410 S Decatur Blvd,9virZ-ORrLHsv0p8EORxeg,Las Vegas,36.0002461,-115.2072106,Dairy Queen,89141,39,2,NV,FALSE,TRUE,No info,No info,TRUE,TRUE,FALSE,No wifi,FALSE,0,1,FALSE,TRUE,No info,FALSE,0,0,1
81041,"100 E Camelback Rd, Ste 150",jY2RWYyP42EhEtmhfQrnPQ,Phoenix,33.510597,-112.072199,Creamistry,85012,306,3.5,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,2,No info,TRUE,TRUE,No info,0,0,0
81227,5384 Mifflin Rd,6Uv15dNmIxtPMB_1O2O1vA,Pittsburgh,40.3687877,-79.9105045,The Scoop,15207,30,4,PA,FALSE,TRUE,FALSE,No info,TRUE,FALSE,FALSE,No wifi,TRUE,0,1,TRUE,FALSE,No info,FALSE,0,0,1
81681,5602 Schroeder Rd,TaRdrB68Ej3RtQuSaw24PA,Madison,43.0467303,-89.4758187,Michael's Frozen Custard,53711,36,3,WI,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,2,No info,TRUE,No info,No info,0,0,1
81854,"5651 S Grand Canyon Dr, Ste 140",dSARO9oaVVVIUd-VtWNTxQ,Las Vegas,36.0861993,-115.3076035,Udderly Rolled,89148,23,4.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
81883,5200 Clairton Blvd,4RhyluqR0eXERECBLallXQ,Pittsburgh,40.3441894,-79.9723556,Sugar & Spice,15236,34,4,PA,No info,No info,FALSE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
82212,3752 Las Vegas Blvd,JFPKfg_FNxCD4mNqAAAllQ,Las Vegas,36.106212,-115.174213,Pinkberry,89158,116,4,NV,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,No info,No info,0,0,1
83847,7331 Butler St,_YbzxBhz0L7tV-f8KGiNDA,Pittsburgh,40.4880474,-79.9200024,Allegheny Ice Cream,15206,17,4,PA,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,No info,No info,0,0,0
84475,2128 Murray Ave,RThuRlhMdowhtY8vITEIzQ,Pittsburgh,40.4328604,-79.9232273,Mineo's Pizza House,15217,288,3.5,PA,TRUE,TRUE,FALSE,average,TRUE,FALSE,FALSE,No wifi,FALSE,1,1,TRUE,TRUE,No info,FALSE,1,1,1
84910,2415 E Baseline Rd,a4CCRl5Uo2vXfrVgpU6vmw,Phoenix,33.3772505,-112.0298918,Zoyo Neighborhood Yogurt,85042,24,4,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,No info,No info,0,0,1
84950,"3655 S Durango Dr, Ste 19",eJYLFG7BKCxE7uqrEolXVw,Las Vegas,36.2769522,-115.2874083,Thrifty's Ice cream,89147,54,3.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
86258,"3202 E Greenway Rd, Ste 1279",5UCUIK-O6m7tSpi02B6F5g,Phoenix,33.62763625,-112.0116502,Oasis Raspados,85032,22,4.5,AZ,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,No wifi,FALSE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
86354,5050 N Central Ave,k1bwHg1izaXnUz67pSx_zQ,Phoenix,33.51040954,-112.0740474,Dairy Queen,85012,38,3,AZ,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,No wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
86387,3533 Forbes Ave,cmaPrML-0zCJOs8_1VYmaw,Pittsburgh,40.4405895,-79.9585243,Razzy Fresh,15213,39,4.5,PA,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,1,0,0
86578,9151 W. Sahara Ave,DxzAGrpddzgGmdtNBHgi8g,Las Vegas,36.14393,-115.29698,Baskin-Robbins,89117,99,2,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
87362,654 Washington Rd,uZBRmbonKzNnl0rwY7COrQ,Pittsburgh,40.3811361,-80.0445734,15° Fahrenheit Rolled Ice Cream,15228,38,3,PA,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,TRUE,No info,0,0,0
87896,17635 Lake Shore Blvd,3VZ98ST9--1a5XkqKT-xCA,Cleveland,41.5841472,-81.5574001,Sandy's Frozen Whip,44119,12,4.5,OH,No info,No info,No info,No info,TRUE,FALSE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
88024,"8841 N 19th Ave, Ste 101",3H3KLktgOrKr9UzpUUSZwA,Phoenix,33.5657923,-112.0991561,Baskin-Robbins,85021,19,3.5,AZ,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
88226,31 27th St,SSOG-T0sA2UlQkhqkkHBgQ,Pittsburgh,40.42640372,-79.96729122,Cup ka Joe,15203,30,4,PA,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,TRUE,1,1,No info,TRUE,No info,No info,0,0,1
88251,4442 N Decatur Blvd,roA-hNugvAwiyVirIFH8Aw,Las Vegas,36.2402513,-115.2069047,Sonic Drive-In,89130,60,2,NV,FALSE,TRUE,FALSE,quiet,TRUE,TRUE,FALSE,No wifi,TRUE,1,1,FALSE,TRUE,No info,FALSE,1,1,1
88539,3730 S Las Vegas Blvd,#NAME?,Las Vegas,36.1073485,-115.1765836,Pressed Juicery,89158,62,4.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,2,No info,FALSE,No info,No info,0,0,1
89339,10225 N 28th Dr,rnBffgr3QiXUpKef2YFScg,Phoenix,33.579927,-112.121325,Culver's,85051,109,3.5,AZ,TRUE,TRUE,FALSE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,1
89345,1325 Northport Dr,fQ1sYWuXtVVOFWhrC9bTrA,Madison,43.1341283,-89.3728841,Culver's,53704,16,3.5,WI,TRUE,TRUE,No info,quiet,TRUE,TRUE,FALSE,Free wifi,FALSE,1,1,TRUE,TRUE,No info,FALSE,0,0,1
90356,4674 State Rd,JYFYfJL6t1EK99xofAjJUw,Cleveland,41.42721105,-81.70933303,Honey Hut Ice Cream,44109,90,5,OH,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
90403,1702 W Camelback Rd,uFCEU_OtDoF2_7NZ8jYBEw,Phoenix,33.51007761,-112.0961048,Milk Run,85015,268,4.5,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,FALSE,0,1,No info,TRUE,TRUE,No info,0,0,0
90531,"1616 Camden Rd, Ste 100",KaC1p_ZNegGBZULLEYU9vg,Charlotte,35.2142559,-80.857754,Two Scoops Creamery Southend,28203,13,4.5,NC,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,No info,No info,0,0,0
90591,1930 Camden Rd,NbrXg59fYR3MoeXdeAIQIQ,Charlotte,35.2110826,-80.8610434,Pike's Old Fashioned Soda Shop,28203,298,3.5,NC,TRUE,TRUE,TRUE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,2,TRUE,TRUE,No info,FALSE,0,0,0
91470,207 Atwood St,Hz1F5uruPe1kCsf5PIA6Sg,Pittsburgh,40.4409253,-79.9573017,Dave & Andy's,15213,258,4.5,PA,No info,No info,FALSE,No info,TRUE,FALSE,No info,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
91663,825 E Camelback Rd,poX-2lODvtmkR6pve8FXFA,Phoenix,33.508841,-112.063072,Culver's,85014,170,3.5,AZ,TRUE,TRUE,FALSE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,1
92397,664 Washington Rd,hDRjIbbseWN7ZSVZy2t2fA,Pittsburgh,40.380726,-80.044831,Betsy's Ice Cream,15228,54,4,PA,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
93453,4401 Bridge Ave,p6Rf2hsyF1eYVJk9ag3W2A,Cleveland,41.48046804,-81.71669469,Mason's Creamery,44113,208,4.5,OH,FALSE,TRUE,TRUE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
93627,2611 W Carefree Hwy,KIrNrwAb15RH_L9xItcA3g,Phoenix,33.79740635,-112.1175421,Dairy Queen Orange Julius,85085,11,3,AZ,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,No info,No info,0,0,0
94329,2801 Penn Ave,4iSVxQKK1G3V-LBffQxaKg,Pittsburgh,40.4570297,-79.9756142,Klavon's Ice Cream Parlor,15222,187,4,PA,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,No info,FALSE,0,0,0
95148,11011 W Charleston Blvd,6Vvr7K3fB4oDVBeSBPvvyQ,Las Vegas,36.15594114,-115.3340149,Ben & Jerry's Ice Cream,89135,20,4,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,FALSE,No info,No info,0,0,0
95329,719 Brookline Blvd,yJwHl1SyJkAz7xOxtCnqjg,Pittsburgh,40.3946079,-80.0207878,Scoops On The Boulevard,15226,17,4.5,PA,No info,TRUE,No info,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
95405,"410 S Rampart Blvd, #135",EtslnZaLkUaC_ooVZtHbYQ,Las Vegas,36.1685774,-115.2851651,Pressed Juicery,89145,67,4.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
96643,"10550 Southern Highlands Pkwy, Ste 110",oyh1CYVHDiAyDtF-ug8y3w,Las Vegas,35.9974897,-115.2056326,Pineapple Park,89141,246,4,NV,TRUE,TRUE,TRUE,average,TRUE,TRUE,FALSE,No wifi,TRUE,1,1,TRUE,TRUE,TRUE,FALSE,0,0,0
96753,6850 Spring Mountain Rd,fbyYmI6VkWFBhYTreIqyTQ,Las Vegas,36.1271948,-115.2413401,Bbear Cafe,89146,21,4,NV,No info,No info,No info,No info,TRUE,TRUE,No info,Free wifi,No info,0,1,No info,TRUE,No info,No info,0,0,0
97526,"5165 S Fort Apache Rd, Ste 160",dYDuaXVyIXMXlmeMYf2ktw,Las Vegas,36.095715,-115.2982684,Sweet Addiction,89148,435,4,NV,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
97527,12641 N Cave Creek Rd,EjQOE5UZgqC0O9KSErZXIw,Phoenix,33.6022389,-112.0364822,Dairy Queen,85022,22,2,AZ,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,No wifi,FALSE,0,1,TRUE,TRUE,No info,FALSE,0,0,0
98172,"7435 S Durango Dr, Ste 103",DBcBz2b8c4eHHxAzln3gog,Las Vegas,36.0529679,-115.2799153,Cold Stone Creamery,89113,105,2.5,NV,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
98242,9864 Rea Rd,AKb-cQ8K7XqKDdgSkAml8A,Charlotte,35.0361879,-80.8076287,TCBY,28277,21,3,NC,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
98377,"505 W Dunlap Ave, Ste H",cO3m54wXVDJW8ryy_2wpBQ,Phoenix,33.567213,-112.081629,Antojitos Mi Pueblo,85021,23,4.5,AZ,TRUE,TRUE,No info,average,TRUE,TRUE,FALSE,No wifi,FALSE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
99148,"2510 W Thunderbird Rd, Ste 1",QxoEkFbKsmpPrzPpWGfJgg,Phoenix,33.611236,-112.110114,Lucky Donuts,85023,116,4.5,AZ,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,FALSE,No info,No info,0,0,1
99554,"9605 N Tryon St, Ste S",O0MFflOOBQYIl9Idnokq4w,Charlotte,35.3171937,-80.74020412,Rolo Poke,28262,22,4.5,NC,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,2,No info,FALSE,TRUE,No info,0,0,1
99578,3550 E Bell Rd,h4U3h1RbgLvHl0fKSSUhPA,Phoenix,33.6410008,-112.0051833,Dairy Queen,85032,74,1.5,AZ,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,No wifi,FALSE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
100409,"7920 W Tropical, Ste 150",MxD3DexXbyNNXUNdhZ8mIA,Las Vegas,36.2714973,-115.267591,Rolled Ice Cream,89149,114,4,NV,No info,No info,TRUE,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,TRUE,TRUE,No info,0,0,1
100736,Charlotte Douglas International Airport Clt,XY8toAsZhldSASUQtBVziw,Charlotte,35.21927005,-80.94507746,Pino Gelato,28208,23,3,NC,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,2,No info,FALSE,No info,No info,0,0,1
100846,4604 E Cactus Rd,s7fROnWWGUzxCQ29JZQsZQ,Phoenix,33.60178587,-111.9820745,Maya Ice-Cream Rolls & Indian Food,85032,46,4.5,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
100855,4273 W Thunderbird Rd,CNRXPwmj5EvSNdXnOXcpJg,Phoenix,33.6101387,-112.1508579,Desert Swirl Frozen Yogurt,85053,63,4.5,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
101075,4600 E Carson St,08t3_HjbpLyPeuft6eoa5A,Pittsburgh,40.4115225,-79.9558928,Page Dairy Mart,15210,149,4.5,PA,No info,No info,TRUE,No info,TRUE,FALSE,No info,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,1
101276,"7965 S Rainbow Blvd, Ste 140",RixnVQV24bc3p92mSntaVA,Las Vegas,36.04374991,-115.2439988,Creamberry,89139,541,4,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,0,1,No info,FALSE,TRUE,No info,0,0,0
101341,6712 Odana Rd,HOMqym6ceItYao90zNPrkg,Madison,43.0566445,-89.4974411,La Michoacana,53719,84,4.5,WI,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
102092,"4624 W Sahara Ave, Ste 2",YmwSoa7TltlTY-2rVvf6wg,Las Vegas,36.146676,-115.2048989,The Sugar Cookie,89102,67,5,NV,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
102429,800 Langdon St,aLf_bFRNxxGdte8GrIAN4g,Madison,43.07635535,-89.39999878,Der Rathskeller,53706,36,3.5,WI,TRUE,TRUE,TRUE,loud,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,1
102572,427 State St,6JOgO-HYN90eR9g-c6kNfw,Madison,43.0746721,-89.392868,Cold Stone Creamery,53703,18,3,WI,No info,TRUE,No info,No info,TRUE,TRUE,FALSE,No wifi,FALSE,0,1,TRUE,FALSE,No info,FALSE,0,0,0
102786,"6525 S Fort Apache Rd, Unit 100",Z6E2Syzo_IYLIGpI5tSpRg,Las Vegas,36.0696703,-115.2983435,Dairy Queen,89148,101,2,NV,No info,TRUE,FALSE,quiet,TRUE,TRUE,FALSE,No wifi,TRUE,1,1,TRUE,TRUE,TRUE,FALSE,0,0,1
102964,"7625 S Rainbow Blvd, Ste 102",MIKtRbY36F9hrTQ3lLgEzw,Las Vegas,36.049805,-115.244096,Nourish Creamery & Juice Bar,89139,170,4.5,NV,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,0
103066,20835 N Cave Creek Rd,tI7dXg2UboJozj28v7sjLw,Phoenix,33.6764102,-112.0304507,Culvers,85024,80,3,AZ,TRUE,TRUE,FALSE,average,TRUE,TRUE,FALSE,Free wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,1
104416,510 N Cunningham Ave,6ockUmdOBYBApEsUCJkBzA,Urbana,40.117278,-88.203156,El Oasis,61802,86,5,IL,FALSE,TRUE,FALSE,average,TRUE,TRUE,TRUE,No wifi,TRUE,1,1,TRUE,TRUE,No info,FALSE,0,0,0
104485,"9204 N 7th St, Unit 6",EsJ_iCNSHu_8N--XsK9Rjg,Phoenix,33.5700759,-112.0656616,Raspados Solaris,85020,34,5,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,2,No info,TRUE,TRUE,No info,0,0,0
105131,"3121 W Peoria Ave, Ste 110",otlnxBQqCEmUmRONAB5elA,Phoenix,33.5815118,-112.1266589,Menchie's Frozen Yogurt,85029,49,4,AZ,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
105155,9345 S Cimarron Rd,jOSB_Sc4B3IsI5-MJluBsg,Las Vegas,36.0185143,-115.2706545,Poppy's Frozen Yogurt,89178,138,4.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
105593,507 Providence Rd,rH1dDxDThv_DGimcWah8fA,Charlotte,35.2034665,-80.8243724,Ben & Jerry's,28207,14,3.5,NC,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
105850,"2170 E Baseline Rd, Ste 136",YWwYOCbXkIxEohzURIuMhw,Phoenix,33.37937,-112.03239,Cold Stone Creamery,85042,21,2,AZ,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,1
106011,9620 University City Blvd,9V_48ThEsfQiD1knzsEdWg,Charlotte,35.306331,-80.721658,Coffee Cone Cafe,28213,29,4.5,NC,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,TRUE,1,2,No info,TRUE,No info,No info,0,0,0
106139,17015 N 7th St,EeSTRZ2F3ZSlRpm1AT4YtQ,Phoenix,33.6408019,-112.0649164,Cold Stone Creamery,85022,23,2,AZ,No info,No info,TRUE,No info,TRUE,TRUE,FALSE,No wifi,No info,0,2,No info,FALSE,No info,No info,0,0,1
107089,210 East Trade,8lc67nrkOczT6F4B0KJLag,Charlotte,35.2253792,-80.8419644,Ice Shavers,28202,16,5,NC,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,TRUE,No info,0,0,1
107499,3330 E Thomas Ave,j7LCI60GYN1KxXRiy_LMkA,Phoenix,33.48106199,-112.0099282,Sonic Drive-In,85018,27,2,AZ,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,No wifi,TRUE,0,1,TRUE,TRUE,No info,FALSE,0,0,1
107500,"1127 Euclid Ave, Ste 104",ziTgeXaM7gWRnIhPtespMQ,Cleveland,41.5009874,-81.6849228,The Copper Moon,44115,50,4.5,OH,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,FALSE,1,1,No info,TRUE,No info,No info,0,0,0
107750,3300 S Las Vegas Blvd,r6b0IpBN8d-I4oe3RBL95A,Las Vegas,36.1247643,-115.1719639,Malena's Yogurt Plus,89109,30,2,NV,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,1,No info,FALSE,No info,No info,1,1,1
107873,111 N Race St,o13eH93qmWVNFZogkjhd9w,Urbana,40.11282253,-88.20902299,Courier Cafe,61801,347,4,IL,FALSE,TRUE,FALSE,average,TRUE,TRUE,FALSE,Free wifi,FALSE,1,1,TRUE,FALSE,No info,FALSE,0,0,1
108060,13400 Brookpark Rd,vfIidkwVf_kF_APFMHIANw,Cleveland,41.4194541,-81.7848383,Malley's Chocolates,44135,17,4,OH,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,1,2,No info,TRUE,No info,No info,0,0,0
108399,"500 E Windmill Ln, Ste 175",urSuLlkYXXI5uwtKIxl9ew,Las Vegas,36.04303425,-115.1513232,Joe Maxx Coffee,89123,213,4.5,NV,FALSE,TRUE,TRUE,average,TRUE,TRUE,FALSE,Free wifi,FALSE,1,1,TRUE,FALSE,TRUE,FALSE,0,0,1
108670,1735 S Rainbow Blvd,XBEx2FI2GKmsjs7eWNr7Lw,Las Vegas,36.1525834,-115.2435895,Juice 'N' Go,89146,276,4.5,NV,FALSE,TRUE,TRUE,quiet,TRUE,TRUE,FALSE,No wifi,FALSE,0,1,TRUE,TRUE,No info,TRUE,0,0,0
109281,1308-A The Plz,dA9VCSq5g8iD1SSkRKOHaw,Charlotte,35.220861,-80.810139,Rita's Italian Ice,28205,48,4,NC,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
109584,"7660 W Cheyenne Ave, Ste 126",MbY75S2zIFq71HJ_h5kiNQ,Las Vegas,36.21866619,-115.2616568,U-Swirl / Rocky Mountain Chocolate Factory,89129,13,4.5,NV,No info,No info,FALSE,No info,FALSE,TRUE,No info,Free wifi,No info,0,2,No info,TRUE,TRUE,No info,0,0,1
109681,"100 E Camelback Rd, Ste 196",Ta7ALiHKasliwVxieOJEnA,Phoenix,33.5107388,-112.072473,Nekter Juice Bar,85012,30,4,AZ,No info,No info,No info,No info,TRUE,TRUE,No info,No wifi,No info,0,2,No info,TRUE,No info,No info,0,0,1
110464,"6454 Sky Pointe Dr, Suite 110",aME5_yvkBqKH9v0ZDubIeQ,Las Vegas,36.2810681,-115.2613934,Baskin-Robbins,89131,55,2.5,NV,No info,No info,FALSE,No info,TRUE,TRUE,No info,No wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
110672,1247 East Blvd,P9xoO-WxaazIMQI7grYUwg,Charlotte,35.2025235,-80.8450227,Menchie's Frozen Yogurt,28203,84,4,NC,No info,No info,FALSE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,1
110947,4923 E. Chandler Blvd.,6wxfzVfke6iXRhP8yeMTeA,Phoenix,33.304759,-111.97768,Zoyo Frozen Yogurt -Ahwatukee,85048,68,4,AZ,No info,No info,TRUE,No info,TRUE,TRUE,No info,Free wifi,No info,1,1,No info,TRUE,No info,No info,0,0,0
